file,cluster,n_person,n_omega,status
cap_000000,0,0,3,todo
cap_000001,0,0,3,todo
cap_000002,0,0,3,todo
cap_000003,0,0,3,todo
cap_000004,0,0,3,todo
cap_000005,0,0,3,todo
cap_000006,0,0,3,todo
cap_000007,1,0,3,todo
cap_000008,1,0,3,todo
cap_000009,1,0,3,todo
cap_000010,1,0,3,todo
cap_000011,1,0,3,todo
cap_000012,1,0,3,todo
cap_000013,1,0,3,todo
cap_000014,1,0,3,todo
cap_000015,1,0,3,todo
cap_000016,2,0,3,todo
cap_000017,2,0,3,todo
cap_000018,2,0,3,todo
cap_000019,2,0,3,todo
cap_000020,2,0,3,todo
cap_000021,3,0,3,todo
cap_000022,3,0,3,todo
cap_000023,3,0,3,todo
cap_000024,3,0,3,todo
cap_000025,3,0,3,todo
cap_000026,3,0,3,todo
cap_000027,4,0,3,todo
cap_000028,4,0,3,todo
cap_000029,4,0,3,todo
cap_000030,4,0,3,todo
cap_000031,4,0,3,todo
cap_000032,4,0,3,todo
cap_000033,4,0,3,todo
cap_000034,4,0,3,todo
cap_000035,4,0,3,todo
cap_000036,5,0,3,todo
cap_000037,5,0,3,todo
cap_000038,5,0,4,todo
cap_000039,6,0,3,todo
cap_000040,6,0,3,todo
cap_000041,6,0,3,todo
cap_000042,7,0,4,todo
cap_000043,7,0,3,todo
cap_000044,7,0,3,todo
cap_000045,7,0,3,todo
cap_000046,8,0,3,todo
cap_000047,8,0,3,todo
cap_000048,8,0,3,todo
cap_000049,8,0,3,todo
cap_000050,8,0,3,todo
cap_000051,8,0,3,todo
cap_000052,9,0,4,todo
cap_000053,9,0,4,todo
cap_000054,10,0,4,todo
cap_000055,11,0,3,todo
cap_000056,12,0,4,todo
cap_000057,13,0,4,todo
cap_000058,14,0,4,todo
cap_000059,14,0,4,todo
cap_000060,15,0,3,todo
cap_000061,16,0,4,todo
cap_000062,16,0,4,todo
cap_000063,17,0,4,todo
cap_000064,18,0,4,todo
cap_000065,19,0,4,todo
cap_000066,20,0,4,todo
cap_000067,21,0,4,todo
cap_000068,22,0,4,todo
cap_000069,23,0,4,todo
cap_000070,24,0,4,todo
cap_000071,25,0,4,todo
cap_000072,26,0,4,todo
cap_000073,27,0,4,todo
cap_000074,28,0,4,todo
cap_000075,28,0,4,todo
cap_000076,28,0,4,todo
cap_000077,29,0,4,todo
cap_000078,29,0,4,todo
cap_000079,30,0,4,todo
cap_000080,30,0,4,todo
cap_000081,31,0,4,todo
cap_000082,32,0,4,todo
cap_000083,32,0,4,todo
cap_000084,33,0,3,todo
cap_000085,33,0,4,todo
cap_000086,34,0,4,todo
cap_000087,34,0,4,todo
cap_000088,34,0,4,todo
cap_000089,35,0,4,todo
cap_000090,35,0,4,todo
cap_000091,35,0,4,todo
cap_000092,35,0,4,todo
cap_000093,35,0,4,todo
cap_000094,35,0,4,todo
cap_000095,36,0,4,todo
cap_000096,36,0,4,todo
cap_000097,36,0,4,todo
cap_000098,36,0,4,todo
cap_000099,37,0,4,todo
cap_000100,37,0,4,todo
cap_000101,37,0,4,todo
cap_000102,38,0,4,todo
cap_000103,38,0,4,todo
cap_000104,38,0,4,todo
cap_000105,38,0,4,todo
cap_000106,39,0,4,todo
cap_000107,39,0,4,todo
cap_000108,40,0,4,todo
cap_000109,40,0,4,todo
cap_000110,40,0,4,todo
cap_000111,40,0,3,todo
cap_000112,40,0,4,todo
cap_000113,40,0,4,todo
cap_000114,41,0,4,todo
cap_000115,41,0,3,todo
cap_000116,41,0,4,todo
cap_000117,42,0,4,todo
cap_000118,42,0,4,todo
cap_000119,42,0,4,todo
cap_000120,43,0,4,todo
cap_000121,43,0,4,todo
cap_000122,44,0,4,todo
cap_000123,45,0,4,todo
cap_000124,46,0,4,todo
cap_000125,47,0,4,todo
cap_000126,48,0,4,todo
cap_000127,49,0,4,todo
cap_000128,50,0,4,todo
cap_000129,51,0,4,todo
cap_000130,51,0,4,todo
cap_000131,52,0,4,todo
cap_000132,53,0,4,todo
cap_000133,54,0,4,todo
cap_000134,55,0,4,todo
cap_000135,55,0,3,todo
cap_000136,56,0,4,todo
cap_000137,56,0,4,todo
cap_000138,57,0,4,todo
cap_000139,58,0,4,todo
cap_000140,59,0,4,todo
cap_000141,60,0,4,todo
cap_000142,61,0,4,todo
cap_000143,62,0,4,todo
cap_000144,62,0,4,todo
cap_000145,63,0,4,todo
cap_000146,64,0,4,todo
cap_000147,65,0,4,todo
cap_000148,66,0,4,todo
cap_000149,67,0,4,todo
cap_000150,68,0,4,todo
cap_000151,69,0,4,todo
cap_000152,70,0,4,todo
cap_000153,71,0,4,todo
cap_000154,71,0,4,todo
cap_000155,72,0,4,todo
cap_000156,72,0,5,todo
cap_000157,73,0,5,todo
cap_000158,73,0,4,todo
cap_000159,74,0,4,todo
cap_000160,74,0,5,todo
cap_000161,75,0,4,todo
cap_000162,75,0,4,todo
cap_000163,76,0,4,todo
cap_000164,76,0,5,todo
cap_000165,77,0,4,todo
cap_000166,77,0,3,todo
cap_000167,78,0,5,todo
cap_000168,79,0,4,todo
cap_000169,80,0,4,todo
cap_000170,81,0,4,todo
cap_000171,82,0,4,todo
cap_000172,83,0,4,todo
cap_000173,84,0,5,todo
cap_000174,84,0,4,todo
cap_000175,85,0,4,todo
cap_000176,85,0,4,todo
cap_000177,85,0,4,todo
cap_000178,86,0,4,todo
cap_000179,86,0,3,todo
cap_000180,87,0,4,todo
cap_000181,88,0,4,todo
cap_000182,88,0,5,todo
cap_000183,89,0,4,todo
cap_000184,90,0,4,todo
cap_000185,90,0,4,todo
cap_000186,90,0,4,todo
cap_000187,91,0,4,todo
cap_000188,91,0,4,todo
cap_000189,92,0,4,todo
cap_000190,92,0,4,todo
cap_000191,93,0,4,todo
cap_000192,93,0,4,todo
cap_000193,94,0,4,todo
cap_000194,94,0,4,todo
cap_000195,95,0,4,todo
cap_000196,95,0,5,todo
cap_000197,96,0,5,todo
cap_000198,96,0,4,todo
cap_000199,97,0,5,todo
cap_000200,98,0,5,todo
cap_000201,99,0,5,todo
cap_000202,100,0,4,todo
cap_000203,101,0,3,todo
cap_000204,102,0,4,todo
cap_000205,102,0,4,todo
cap_000206,103,0,4,todo
cap_000207,103,0,4,todo
cap_000208,104,0,4,todo
cap_000209,105,0,4,todo
cap_000210,106,0,4,todo
cap_000211,107,0,4,todo
cap_000212,107,0,4,todo
cap_000213,108,0,5,todo
cap_000214,109,0,4,todo
cap_000215,110,0,4,todo
cap_000216,111,0,4,todo
cap_000217,112,0,4,todo
cap_000218,113,0,4,todo
cap_000219,114,0,4,todo
cap_000220,115,0,4,todo
cap_000221,116,0,3,todo
cap_000222,117,0,4,todo
cap_000223,118,0,4,todo
cap_000224,119,0,3,todo
cap_000225,120,0,4,todo
cap_000226,121,0,4,todo
cap_000227,122,0,4,todo
cap_000228,123,0,4,todo
cap_000229,124,0,4,todo
cap_000230,124,0,4,todo
cap_000231,125,0,4,todo
cap_000232,125,0,4,todo
cap_000233,125,0,4,todo
cap_000234,125,0,4,todo
cap_000235,125,0,4,todo
cap_000236,126,0,4,todo
cap_000237,126,0,4,todo
cap_000238,127,0,4,todo
cap_000239,127,0,4,todo
cap_000240,128,0,4,todo
cap_000241,129,0,4,todo
cap_000242,130,0,4,todo
cap_000243,131,0,4,todo
cap_000244,132,0,4,todo
cap_000245,133,0,4,todo
cap_000246,134,0,4,todo
cap_000247,135,0,4,todo
cap_000248,135,0,5,todo
cap_000249,136,0,4,todo
cap_000250,137,0,4,todo
cap_000251,138,0,4,todo
cap_000252,139,0,4,todo
cap_000253,140,0,4,todo
cap_000254,141,0,4,todo
cap_000255,142,0,4,todo
cap_000256,143,0,4,todo
cap_000257,144,0,4,todo
cap_000258,144,0,4,todo
cap_000259,145,0,4,todo
